WBID,year,method,Angler_days
00483GOLD,1986,VILQ,105
00483GOLD,2011,VILQ,73
00483GOLD,2002,VILQ,83
00483GOLD,2022,VILQ,0
00483GOLD,1989,VILQ,250
00483GOLD,1992,VILQ,19
00428GOLD,2002,VILQ,10
00428GOLD,2011,VILQ,0
00428GOLD,2006,VILQ,68
00428GOLD,2022,VILQ,0
00428GOLD,1989,VILQ,6
00428GOLD,1992,VILQ,6
00428GOLD,2017,VILQ,0
00428GOLD,1986,VILQ,10
00382GOLD,2022,VILQ,0
00382GOLD,2011,VILQ,0
00382GOLD,2017,VILQ,0
00374GOLD,1986,VILQ,0
00374GOLD,1992,VILQ,69
00374GOLD,2002,VILQ,0
00374GOLD,1989,VILQ,24
00374GOLD,2017,VILQ,0
00374GOLD,2011,VILQ,0
00374GOLD,2022,VILQ,0
00362GOLD,2011,VILQ,0
00362GOLD,2017,VILQ,0
00362GOLD,2022,VILQ,0
00297GOLD,2011,VILQ,109
00297GOLD,2022,VILQ,205
00297GOLD,1989,VILQ,1640
00297GOLD,1992,VILQ,269
00297GOLD,2006,VILQ,420
00297GOLD,2002,VILQ,667
00297GOLD,1986,VILQ,175
00297GOLD,2017,VILQ,71
00302GOLD,2022,VILQ,0
00302GOLD,1986,VILQ,15
00302GOLD,1989,VILQ,0
00302GOLD,2002,VILQ,0
00302GOLD,2017,VILQ,0
00302GOLD,2011,VILQ,0
00302GOLD,1992,VILQ,0
00276GOLD,1992,VILQ,169
00276GOLD,2002,VILQ,0
00276GOLD,1989,VILQ,6
00276GOLD,2022,VILQ,0
00276GOLD,2011,VILQ,0
00276GOLD,2017,VILQ,0
00276GOLD,1986,VILQ,0
00350CAMB,2006,VILQ,114
00350CAMB,1989,VILQ,101
00350CAMB,1992,VILQ,325
00350CAMB,2011,VILQ,0
00350CAMB,2002,VILQ,125
00350CAMB,1986,VILQ,25
00350CAMB,2022,VILQ,164
00350CAMB,2017,VILQ,0
00060GOLD,1989,VILQ,36
00060GOLD,2011,VILQ,0
00060GOLD,1986,VILQ,85
00060GOLD,2017,VILQ,0
00060GOLD,2002,VILQ,52
00060GOLD,2022,VILQ,41
00060GOLD,1992,VILQ,206
00234GOLD,2002,VILQ,21
00234GOLD,2011,VILQ,436
00234GOLD,2006,VILQ,45
00234GOLD,2017,VILQ,321
00234GOLD,1992,VILQ,263
00234GOLD,2022,VILQ,41
00234GOLD,1986,VILQ,210
00234GOLD,1989,VILQ,54
00209GOLD,1992,VILQ,0
00209GOLD,1989,VILQ,0
00209GOLD,2022,VILQ,0
00209GOLD,2017,VILQ,0
00209GOLD,2006,VILQ,45
00209GOLD,2011,VILQ,73
00209GOLD,2002,VILQ,10
00209GOLD,1986,VILQ,5
00226GOLD,1989,VILQ,36
00226GOLD,2011,VILQ,0
00226GOLD,1986,VILQ,0
00226GOLD,2022,VILQ,0
00226GOLD,2002,VILQ,0
00226GOLD,2017,VILQ,0
00226GOLD,1992,VILQ,0
00197GOLD,2022,VILQ,1473
00197GOLD,1992,VILQ,900
00197GOLD,2006,VILQ,2307
00197GOLD,2002,VILQ,1313
00197GOLD,2017,VILQ,1106
00197GOLD,2011,VILQ,436
00197GOLD,1986,VILQ,1020
00197GOLD,1989,VILQ,1258
00198GOLD,2022,VILQ,41
00198GOLD,1989,VILQ,0
00198GOLD,2017,VILQ,0
00198GOLD,2011,VILQ,0
00198GOLD,1986,VILQ,80
00198GOLD,2002,VILQ,0
00198GOLD,1992,VILQ,38
00178GOLD,2017,VILQ,0
00178GOLD,2011,VILQ,0
00178GOLD,2022,VILQ,0
00070GOLD,2011,VILQ,36
00070GOLD,2006,VILQ,68
00070GOLD,2017,VILQ,143
00070GOLD,2022,VILQ,41
00070GOLD,1986,VILQ,80
00070GOLD,1992,VILQ,81
00070GOLD,1989,VILQ,42
00070GOLD,2002,VILQ,10
00063GOLD,1986,VILQ,10
00063GOLD,1989,VILQ,0
00063GOLD,2017,VILQ,0
00063GOLD,2002,VILQ,0
00063GOLD,2011,VILQ,0
00063GOLD,1992,VILQ,6
00063GOLD,2022,VILQ,0
00907SALM,2022,VILQ,0
00907SALM,2011,VILQ,0
00907SALM,1986,VILQ,100
00907SALM,2017,VILQ,71
00907SALM,1989,VILQ,131
00907SALM,2002,VILQ,83
00907SALM,2006,VILQ,114
00907SALM,1992,VILQ,63
00144TAHS,2011,VILQ,0
00144TAHS,2022,VILQ,0
00144TAHS,2017,VILQ,0
00137TAHS,2002,VILQ,0
00137TAHS,1992,VILQ,0
00137TAHS,1986,VILQ,0
00137TAHS,2017,VILQ,0
00137TAHS,1989,VILQ,0
00137TAHS,2022,VILQ,0
00137TAHS,2006,VILQ,227
00137TAHS,2011,VILQ,0
00032GOLD,1989,VILQ,30
00032GOLD,1986,VILQ,0
00032GOLD,1992,VILQ,6
00032GOLD,2022,VILQ,0
00032GOLD,2002,VILQ,10
00032GOLD,2011,VILQ,0
00032GOLD,2017,VILQ,0
00102TAHS,1989,VILQ,24
00102TAHS,2002,VILQ,0
00102TAHS,1992,VILQ,0
00102TAHS,2011,VILQ,0
00102TAHS,1986,VILQ,0
00102TAHS,2022,VILQ,0
00102TAHS,2017,VILQ,0
00080TAHS,2011,VILQ,0
00080TAHS,2022,VILQ,0
00080TAHS,2017,VILQ,0
00320BRKS,1986,VILQ,5
00320BRKS,2011,VILQ,0
00320BRKS,2017,VILQ,0
00320BRKS,2022,VILQ,0
00320BRKS,1989,VILQ,0
00320BRKS,2002,VILQ,0
00320BRKS,1992,VILQ,0
00298BRKS,2017,VILQ,0
00298BRKS,2022,VILQ,0
00298BRKS,2011,VILQ,0
00041TAHS,2022,VILQ,0
00041TAHS,2011,VILQ,0
00041TAHS,2017,VILQ,0
00021TAHS,2022,VILQ,0
00021TAHS,2006,VILQ,23
00021TAHS,2017,VILQ,0
00021TAHS,1986,VILQ,0
00021TAHS,1992,VILQ,75
00021TAHS,1989,VILQ,0
00021TAHS,2011,VILQ,0
00021TAHS,2002,VILQ,63
00001TAHS,2011,VILQ,0
00001TAHS,1986,VILQ,100
00001TAHS,2017,VILQ,36
00001TAHS,2002,VILQ,42
00001TAHS,2022,VILQ,0
00001TAHS,1992,VILQ,0
00001TAHS,1989,VILQ,42
00245BRKS,2022,VILQ,0
00245BRKS,2017,VILQ,0
00245BRKS,2002,VILQ,0
00245BRKS,1992,VILQ,31
00245BRKS,1989,VILQ,0
00245BRKS,1986,VILQ,10
00245BRKS,2011,VILQ,0
00235BRKS,2011,VILQ,0
00235BRKS,2017,VILQ,0
00235BRKS,2022,VILQ,0
00226BRKS,2006,VILQ,11
00226BRKS,2002,VILQ,135
00226BRKS,2022,VILQ,41
00226BRKS,2011,VILQ,0
00226BRKS,1992,VILQ,119
00226BRKS,1989,VILQ,197
00226BRKS,2017,VILQ,0
00226BRKS,1986,VILQ,65
00209BRKS,2002,VILQ,354
00209BRKS,1989,VILQ,990
00209BRKS,1992,VILQ,663
00209BRKS,2022,VILQ,82
00209BRKS,1986,VILQ,605
00209BRKS,2017,VILQ,36
00209BRKS,2006,VILQ,34
00209BRKS,2011,VILQ,73
00216BRKS,2006,VILQ,159
00216BRKS,2011,VILQ,0
00216BRKS,2002,VILQ,677
00216BRKS,1989,VILQ,382
00216BRKS,2017,VILQ,0
00216BRKS,1986,VILQ,380
00216BRKS,2022,VILQ,41
00216BRKS,1992,VILQ,306
00214BRKS,2002,VILQ,31
00214BRKS,2011,VILQ,0
00214BRKS,2006,VILQ,34
00214BRKS,1992,VILQ,100
00214BRKS,2017,VILQ,36
00214BRKS,2022,VILQ,0
00214BRKS,1986,VILQ,0
00214BRKS,1989,VILQ,66
00195BRKS,2002,VILQ,1000
00195BRKS,2017,VILQ,107
00195BRKS,2006,VILQ,1250
00195BRKS,2011,VILQ,835
00195BRKS,2022,VILQ,614
00195BRKS,1989,VILQ,1348
00195BRKS,1992,VILQ,1938
00195BRKS,1986,VILQ,1195
00212BRKS,2022,VILQ,0
00212BRKS,2017,VILQ,36
00212BRKS,1986,VILQ,50
00212BRKS,1989,VILQ,54
00212BRKS,2002,VILQ,94
00212BRKS,2011,VILQ,0
00212BRKS,1992,VILQ,125
00107BRKS,2017,VILQ,357
00107BRKS,2002,VILQ,1885
00107BRKS,2006,VILQ,852
00107BRKS,1989,VILQ,1509
00107BRKS,2011,VILQ,653
00107BRKS,2022,VILQ,941
00107BRKS,1992,VILQ,1138
00107BRKS,1986,VILQ,1960
00158BRKS,2006,VILQ,11
00158BRKS,1986,VILQ,85
00158BRKS,2011,VILQ,36
00158BRKS,1989,VILQ,191
00158BRKS,2002,VILQ,52
00158BRKS,2017,VILQ,36
00158BRKS,1992,VILQ,194
00158BRKS,2022,VILQ,41
00113BRKS,1989,VILQ,6
00113BRKS,1986,VILQ,0
00113BRKS,2002,VILQ,0
00113BRKS,2011,VILQ,0
00113BRKS,2017,VILQ,0
00113BRKS,1992,VILQ,19
00113BRKS,2022,VILQ,0
00112BRKS,1989,VILQ,36
00112BRKS,2002,VILQ,0
00112BRKS,2011,VILQ,0
00112BRKS,1986,VILQ,40
00112BRKS,2022,VILQ,0
00112BRKS,1992,VILQ,0
00112BRKS,2017,VILQ,0
00074BRKS,2011,VILQ,73
00074BRKS,1986,VILQ,15
00074BRKS,2022,VILQ,0
00074BRKS,2002,VILQ,10
00074BRKS,2006,VILQ,23
00074BRKS,2017,VILQ,0
00074BRKS,1989,VILQ,6
00074BRKS,1992,VILQ,69
00205HOLB,2011,VILQ,0
00205HOLB,2006,VILQ,68
00205HOLB,1986,VILQ,0
00205HOLB,2022,VILQ,0
00205HOLB,1989,VILQ,0
00205HOLB,2002,VILQ,0
00205HOLB,1992,VILQ,25
00205HOLB,2017,VILQ,0
00201HOLB,2022,VILQ,0
00201HOLB,2017,VILQ,0
00201HOLB,2011,VILQ,0
00202HOLB,1989,VILQ,78
00202HOLB,2011,VILQ,0
00202HOLB,1992,VILQ,13
00202HOLB,1986,VILQ,70
00202HOLB,2002,VILQ,0
00202HOLB,2022,VILQ,0
00202HOLB,2017,VILQ,0
00003BRKS,2017,VILQ,0
00003BRKS,1992,VILQ,25
00003BRKS,2006,VILQ,34
00003BRKS,2002,VILQ,313
00003BRKS,2011,VILQ,0
00003BRKS,2022,VILQ,0
00003BRKS,1986,VILQ,75
00003BRKS,1989,VILQ,24
00428SANJ,1986,VILQ,190
00428SANJ,2011,VILQ,36
00428SANJ,2017,VILQ,0
00428SANJ,2006,VILQ,159
00428SANJ,1992,VILQ,363
00428SANJ,2022,VILQ,246
00428SANJ,1989,VILQ,0
00428SANJ,2002,VILQ,333
00469GOLD,2006,VILQ,352
00469GOLD,1989,VILQ,578
00469GOLD,1992,VILQ,775
00469GOLD,1986,VILQ,0
00469GOLD,2022,VILQ,409
00469GOLD,2002,VILQ,344
00469GOLD,2017,VILQ,285
00469GOLD,2011,VILQ,254
00185TAHS,2002,VILQ,1146
00185TAHS,2011,VILQ,0
00185TAHS,1992,VILQ,6
00185TAHS,2022,VILQ,0
00185TAHS,1986,VILQ,0
00185TAHS,1989,VILQ,0
00185TAHS,2017,VILQ,0
01949ALBN,2002,VILQ,21
01949ALBN,2022,VILQ,0
01949ALBN,2011,VILQ,0
01949ALBN,1986,VILQ,0
01949ALBN,1992,VILQ,25
01949ALBN,2006,VILQ,11
01949ALBN,2017,VILQ,0
01949ALBN,1989,VILQ,60
01460ALBN,1986,VILQ,0
01460ALBN,2011,VILQ,0
01460ALBN,1989,VILQ,48
01460ALBN,1992,VILQ,13
01460ALBN,2002,VILQ,0
01460ALBN,2017,VILQ,0
01460ALBN,2022,VILQ,0
00066TAHS,2017,VILQ,0
00066TAHS,2002,VILQ,0
00066TAHS,1989,VILQ,0
00066TAHS,1992,VILQ,6
00066TAHS,1986,VILQ,0
00066TAHS,2011,VILQ,0
00066TAHS,2022,VILQ,0
00128BRKS,1986,VILQ,0
00128BRKS,1992,VILQ,6
00128BRKS,2002,VILQ,0
00128BRKS,2022,VILQ,0
00128BRKS,2006,VILQ,114
00128BRKS,2017,VILQ,0
00128BRKS,2011,VILQ,73
00128BRKS,1989,VILQ,0
01981ALBN,2022,VILQ,0
01981ALBN,1989,VILQ,0
01981ALBN,1986,VILQ,0
01981ALBN,1992,VILQ,6
01981ALBN,2002,VILQ,0
01981ALBN,2011,VILQ,0
01981ALBN,2017,VILQ,0
00792ALBN,2017,VILQ,0
00792ALBN,2002,VILQ,10
00792ALBN,1989,VILQ,0
00792ALBN,1992,VILQ,6
00792ALBN,1986,VILQ,0
00792ALBN,2022,VILQ,0
00792ALBN,2011,VILQ,0
00527SANJ,2011,VILQ,0
00527SANJ,2022,VILQ,0
00527SANJ,2017,VILQ,0
00527SANJ,2002,VILQ,10
00527SANJ,1989,VILQ,0
00527SANJ,1992,VILQ,0
00527SANJ,1986,VILQ,0
01519ALBN,2017,VILQ,0
01519ALBN,2022,VILQ,0
01519ALBN,2011,VILQ,0
00256SANJ,2011,VILQ,0
00256SANJ,2017,VILQ,0
00256SANJ,2022,VILQ,0
00287GOLD,2022,VILQ,0
00287GOLD,2017,VILQ,0
00287GOLD,2011,VILQ,0
01104ALBN,2017,VILQ,0
01104ALBN,2022,VILQ,41
01104ALBN,2011,VILQ,0
00633PARK,1986,VILQ,215
00633PARK,1989,VILQ,197
00633PARK,2002,VILQ,0
00633PARK,1992,VILQ,56
00633PARK,2017,VILQ,0
00633PARK,2022,VILQ,41
00633PARK,2011,VILQ,0
00172ALBN,1989,VILQ,561
00172ALBN,2002,VILQ,219
00172ALBN,1986,VILQ,480
00172ALBN,1992,VILQ,194
00780NIMP,1989,VILQ,1097
00780NIMP,1986,VILQ,925
00780NIMP,2006,VILQ,1761
00780NIMP,2017,VILQ,392
00780NIMP,1992,VILQ,1375
00780NIMP,2022,VILQ,737
00780NIMP,2002,VILQ,1260
00780NIMP,2011,VILQ,1379
00594NIMP,1986,VILQ,635
00594NIMP,1989,VILQ,763
00594NIMP,1992,VILQ,1063
00594NIMP,2017,VILQ,178
00594NIMP,2022,VILQ,205
00594NIMP,2002,VILQ,1073
00594NIMP,2006,VILQ,602
00594NIMP,2011,VILQ,36
00677NIMP,2002,VILQ,10
00677NIMP,1986,VILQ,0
00677NIMP,2017,VILQ,0
00677NIMP,1992,VILQ,6
00677NIMP,1989,VILQ,0
00677NIMP,2006,VILQ,57
00677NIMP,2011,VILQ,0
00677NIMP,2022,VILQ,0
00682NIMP,1989,VILQ,0
00682NIMP,1986,VILQ,0
00682NIMP,2022,VILQ,0
00682NIMP,2011,VILQ,0
00682NIMP,2017,VILQ,0
00682NIMP,1992,VILQ,13
00682NIMP,2002,VILQ,0
00647NIMP,2022,VILQ,0
00647NIMP,2002,VILQ,0
00647NIMP,1992,VILQ,6
00647NIMP,2017,VILQ,0
00647NIMP,1989,VILQ,18
00647NIMP,2011,VILQ,0
00647NIMP,2006,VILQ,57
00647NIMP,1986,VILQ,0
00600NIMP,2022,VILQ,205
00600NIMP,1986,VILQ,280
00600NIMP,2002,VILQ,417
00600NIMP,2011,VILQ,0
00600NIMP,2017,VILQ,36
00600NIMP,1992,VILQ,219
00600NIMP,1989,VILQ,686
00600NIMP,2006,VILQ,34
00589NIMP,1986,VILQ,5
00589NIMP,2017,VILQ,0
00589NIMP,2002,VILQ,10
00589NIMP,1992,VILQ,75
00589NIMP,2011,VILQ,0
00589NIMP,1989,VILQ,24
00589NIMP,2022,VILQ,0
00563NIMP,2002,VILQ,563
00563NIMP,1992,VILQ,713
00563NIMP,1986,VILQ,490
00563NIMP,2017,VILQ,107
00563NIMP,2022,VILQ,327
00563NIMP,2011,VILQ,436
00563NIMP,2006,VILQ,386
00563NIMP,1989,VILQ,513
00473NIMP,2011,VILQ,327
00473NIMP,1986,VILQ,290
00473NIMP,2006,VILQ,511
00473NIMP,2022,VILQ,205
00473NIMP,2002,VILQ,521
00473NIMP,1992,VILQ,238
00473NIMP,1989,VILQ,191
00473NIMP,2017,VILQ,392
00520NIMP,2011,VILQ,0
00520NIMP,2002,VILQ,0
00520NIMP,1989,VILQ,60
00520NIMP,2017,VILQ,0
00520NIMP,1986,VILQ,25
00520NIMP,1992,VILQ,13
00520NIMP,2022,VILQ,0
00500NIMP,2011,VILQ,73
00500NIMP,2006,VILQ,68
00500NIMP,2017,VILQ,0
00500NIMP,1986,VILQ,135
00500NIMP,1992,VILQ,56
00500NIMP,1989,VILQ,83
00500NIMP,2022,VILQ,0
00500NIMP,2002,VILQ,94
00490NIMP,1992,VILQ,400
00490NIMP,1989,VILQ,72
00490NIMP,2006,VILQ,91
00490NIMP,2002,VILQ,115
00490NIMP,2022,VILQ,0
00490NIMP,1986,VILQ,80
00490NIMP,2011,VILQ,0
00490NIMP,2017,VILQ,71
00448NIMP,1986,VILQ,0
00448NIMP,1992,VILQ,25
00448NIMP,2017,VILQ,0
00448NIMP,2002,VILQ,10
00448NIMP,1989,VILQ,24
00448NIMP,2022,VILQ,0
00448NIMP,2011,VILQ,0
00443NIMP,2017,VILQ,0
00443NIMP,2022,VILQ,0
00443NIMP,2002,VILQ,21
00443NIMP,1989,VILQ,250
00443NIMP,1992,VILQ,0
00443NIMP,1986,VILQ,0
00443NIMP,2006,VILQ,45
00443NIMP,2011,VILQ,73
00431NIMP,2022,VILQ,0
00431NIMP,1989,VILQ,30
00431NIMP,1986,VILQ,35
00431NIMP,2002,VILQ,0
00431NIMP,2017,VILQ,0
00431NIMP,1992,VILQ,69
00431NIMP,2011,VILQ,0
00413NIMP,2022,VILQ,41
00413NIMP,2017,VILQ,71
00413NIMP,2002,VILQ,21
00413NIMP,1989,VILQ,364
00413NIMP,1986,VILQ,30
00413NIMP,2006,VILQ,114
00413NIMP,1992,VILQ,138
00413NIMP,2011,VILQ,218
00417NIMP,2022,VILQ,0
00417NIMP,2002,VILQ,21
00417NIMP,1989,VILQ,66
00417NIMP,2011,VILQ,0
00417NIMP,2017,VILQ,0
00417NIMP,1986,VILQ,0
00417NIMP,1992,VILQ,0
00371TSIT,2006,VILQ,34
00371TSIT,1989,VILQ,0
00371TSIT,1986,VILQ,0
00371TSIT,2002,VILQ,0
00371TSIT,2011,VILQ,0
00371TSIT,1992,VILQ,0
00371TSIT,2022,VILQ,0
00371TSIT,2017,VILQ,0
00390NIMP,2002,VILQ,177
00390NIMP,2017,VILQ,71
00390NIMP,1992,VILQ,169
00390NIMP,1986,VILQ,95
00390NIMP,2006,VILQ,125
00390NIMP,2011,VILQ,73
00390NIMP,1989,VILQ,167
00390NIMP,2022,VILQ,123
00351TSIT,1989,VILQ,78
00351TSIT,2011,VILQ,0
00351TSIT,2017,VILQ,0
00351TSIT,2002,VILQ,10
00351TSIT,1986,VILQ,55
00351TSIT,1992,VILQ,25
00351TSIT,2022,VILQ,41
00393NIMP,2002,VILQ,0
00393NIMP,1992,VILQ,0
00393NIMP,1989,VILQ,36
00393NIMP,2011,VILQ,0
00393NIMP,2022,VILQ,0
00393NIMP,2017,VILQ,0
00393NIMP,1986,VILQ,0
00271TSIT,2022,VILQ,41
00271TSIT,2011,VILQ,0
00271TSIT,2017,VILQ,0
00288TSIT,1989,VILQ,149
00288TSIT,2002,VILQ,10
00288TSIT,2017,VILQ,0
00288TSIT,2006,VILQ,91
00288TSIT,2022,VILQ,41
00288TSIT,1992,VILQ,94
00288TSIT,2011,VILQ,0
00288TSIT,1986,VILQ,45
00232TSIT,2017,VILQ,71
00232TSIT,2011,VILQ,0
00232TSIT,1989,VILQ,513
00232TSIT,2006,VILQ,330
00232TSIT,2002,VILQ,542
00232TSIT,1992,VILQ,544
00232TSIT,2022,VILQ,82
00232TSIT,1986,VILQ,235
00214BRKS,2011,VILQ,0
00214BRKS,1992,VILQ,13
00214BRKS,2022,VILQ,164
00214BRKS,1986,VILQ,0
00214BRKS,2002,VILQ,42
00214BRKS,2017,VILQ,0
00214BRKS,1989,VILQ,0
00196BRKS,2017,VILQ,0
00196BRKS,2002,VILQ,10
00196BRKS,2022,VILQ,0
00196BRKS,2006,VILQ,11
00196BRKS,1992,VILQ,50
00196BRKS,1986,VILQ,0
00196BRKS,2011,VILQ,0
00196BRKS,1989,VILQ,60
00129TSIT,2022,VILQ,82
00129TSIT,2017,VILQ,36
00129TSIT,1986,VILQ,55
00129TSIT,1992,VILQ,188
00129TSIT,2006,VILQ,284
00129TSIT,1989,VILQ,36
00129TSIT,2011,VILQ,145
00129TSIT,2002,VILQ,396
00188NIMP,1989,VILQ,191
00188NIMP,2022,VILQ,164
00188NIMP,1992,VILQ,175
00188NIMP,2002,VILQ,438
00188NIMP,2011,VILQ,73
00188NIMP,1986,VILQ,275
00188NIMP,2017,VILQ,0
00188NIMP,2006,VILQ,170
00138BRKS,1992,VILQ,156
00138BRKS,2002,VILQ,63
00138BRKS,2022,VILQ,123
00138BRKS,1986,VILQ,30
00138BRKS,2011,VILQ,0
00138BRKS,2017,VILQ,0
00138BRKS,1989,VILQ,30
00216NIMP,2022,VILQ,41
00216NIMP,1986,VILQ,215
00216NIMP,2002,VILQ,177
00216NIMP,2006,VILQ,148
00216NIMP,1992,VILQ,319
00216NIMP,2011,VILQ,73
00216NIMP,1989,VILQ,638
00216NIMP,2017,VILQ,36
00072TSIT,2011,VILQ,0
00072TSIT,2017,VILQ,0
00072TSIT,2022,VILQ,41
00226HOLB,2017,VILQ,0
00226HOLB,2022,VILQ,0
00226HOLB,2011,VILQ,0
00182NIMP,1992,VILQ,156
00182NIMP,2022,VILQ,0
00182NIMP,1986,VILQ,95
00182NIMP,2011,VILQ,0
00182NIMP,2002,VILQ,146
00182NIMP,2006,VILQ,91
00182NIMP,2017,VILQ,0
00182NIMP,1989,VILQ,215
00184NIMP,2011,VILQ,0
00184NIMP,2002,VILQ,0
00184NIMP,2022,VILQ,0
00184NIMP,1989,VILQ,24
00184NIMP,1992,VILQ,31
00184NIMP,2017,VILQ,0
00184NIMP,1986,VILQ,60
00184NIMP,2006,VILQ,11
00169NIMP,2011,VILQ,0
00169NIMP,2002,VILQ,104
00169NIMP,2022,VILQ,0
00169NIMP,2017,VILQ,0
00169NIMP,1992,VILQ,381
00169NIMP,1986,VILQ,330
00169NIMP,2006,VILQ,68
00169NIMP,1989,VILQ,471
00159HOLB,2011,VILQ,0
00159HOLB,1992,VILQ,31
00159HOLB,2017,VILQ,0
00159HOLB,1989,VILQ,60
00159HOLB,2022,VILQ,0
00159HOLB,1986,VILQ,60
00159HOLB,2002,VILQ,0
00079NIMP,1986,VILQ,75
00079NIMP,1992,VILQ,31
00079NIMP,2011,VILQ,0
00079NIMP,2002,VILQ,0
00079NIMP,2022,VILQ,0
00079NIMP,1989,VILQ,24
00079NIMP,2017,VILQ,0
00731NEVI,1992,VILQ,0
00731NEVI,2002,VILQ,63
00731NEVI,1989,VILQ,0
00731NEVI,2011,VILQ,36
00731NEVI,2022,VILQ,0
00731NEVI,1986,VILQ,0
00731NEVI,2017,VILQ,0
00738NEVI,1989,VILQ,107
00738NEVI,2022,VILQ,0
00738NEVI,1986,VILQ,90
00738NEVI,2002,VILQ,0
00738NEVI,2011,VILQ,36
00738NEVI,2017,VILQ,0
00738NEVI,1992,VILQ,75
00036HOLB,2017,VILQ,0
00036HOLB,2022,VILQ,0
00036HOLB,2011,VILQ,0
00622NEVI,1989,VILQ,751
00622NEVI,2002,VILQ,188
00622NEVI,2017,VILQ,0
00622NEVI,1992,VILQ,169
00622NEVI,2011,VILQ,0
00622NEVI,1986,VILQ,155
00622NEVI,2022,VILQ,0
00615NEVI,2002,VILQ,21
00615NEVI,2017,VILQ,0
00615NEVI,1989,VILQ,24
00615NEVI,1986,VILQ,110
00615NEVI,2011,VILQ,0
00615NEVI,1992,VILQ,144
00615NEVI,2022,VILQ,0
00031HOLB,1989,VILQ,0
00031HOLB,2022,VILQ,0
00031HOLB,2011,VILQ,0
00031HOLB,2002,VILQ,31
00031HOLB,1986,VILQ,15
00031HOLB,2017,VILQ,0
00031HOLB,1992,VILQ,0
00507NEVI,2022,VILQ,0
00507NEVI,2017,VILQ,0
00507NEVI,2011,VILQ,0
00430NEVI,1992,VILQ,0
00430NEVI,2002,VILQ,0
00430NEVI,2022,VILQ,0
00430NEVI,2011,VILQ,0
00430NEVI,1986,VILQ,0
00430NEVI,2017,VILQ,0
00430NEVI,1989,VILQ,30
00414NEVI,1989,VILQ,215
00414NEVI,2017,VILQ,0
00414NEVI,2002,VILQ,135
00414NEVI,1986,VILQ,265
00414NEVI,2006,VILQ,57
00414NEVI,1992,VILQ,263
00414NEVI,2011,VILQ,0
00414NEVI,2022,VILQ,0
00356NEVI,2022,VILQ,0
00356NEVI,2011,VILQ,0
00356NEVI,2017,VILQ,0
00438NEVI,1992,VILQ,0
00438NEVI,1989,VILQ,12
00438NEVI,2002,VILQ,0
00438NEVI,2011,VILQ,0
00438NEVI,2022,VILQ,0
00438NEVI,2017,VILQ,0
00438NEVI,1986,VILQ,0
00440NEVI,2011,VILQ,0
00440NEVI,2017,VILQ,0
00440NEVI,2022,VILQ,0
00380NEVI,1989,VILQ,6
00380NEVI,1986,VILQ,30
00380NEVI,2002,VILQ,0
00380NEVI,2011,VILQ,0
00380NEVI,1992,VILQ,25
00380NEVI,2006,VILQ,11
00380NEVI,2017,VILQ,0
00380NEVI,2022,VILQ,0
00354NEVI,2002,VILQ,0
00354NEVI,1992,VILQ,19
00354NEVI,2017,VILQ,0
00354NEVI,2011,VILQ,0
00354NEVI,1986,VILQ,0
00354NEVI,1989,VILQ,0
00354NEVI,2022,VILQ,0
00252NEVI,2017,VILQ,0
00252NEVI,2022,VILQ,0
00252NEVI,2011,VILQ,0
00240NEVI,2011,VILQ,0
00240NEVI,2017,VILQ,0
00240NEVI,2022,VILQ,0
00198NEVI,2022,VILQ,0
00198NEVI,2017,VILQ,0
00198NEVI,2011,VILQ,0
00191NEVI,1986,VILQ,0
00191NEVI,2017,VILQ,0
00191NEVI,2022,VILQ,0
00191NEVI,1989,VILQ,0
00191NEVI,1992,VILQ,0
00191NEVI,2011,VILQ,0
00191NEVI,2002,VILQ,10
00125NEVI,1992,VILQ,19
00125NEVI,2011,VILQ,0
00125NEVI,1986,VILQ,10
00125NEVI,2022,VILQ,0
00125NEVI,2002,VILQ,31
00125NEVI,1989,VILQ,0
00125NEVI,2017,VILQ,0
00271TSIT,2017,VILQ,0
00271TSIT,2022,VILQ,0
00271TSIT,2011,VILQ,0
00333TSIT,1989,VILQ,24
00333TSIT,2017,VILQ,0
00333TSIT,2022,VILQ,0
00333TSIT,2002,VILQ,0
00333TSIT,1992,VILQ,19
00333TSIT,2011,VILQ,0
00333TSIT,1986,VILQ,0
00256NIMP,1986,VILQ,0
00256NIMP,2002,VILQ,0
00256NIMP,1989,VILQ,0
00256NIMP,2011,VILQ,0
00256NIMP,2017,VILQ,0
00256NIMP,1992,VILQ,0
00256NIMP,2022,VILQ,0
00256NIMP,2006,VILQ,159
00483NIMP,2022,VILQ,0
00483NIMP,2011,VILQ,0
00483NIMP,2017,VILQ,0
00205COMX,1986,VILQ,0
00205COMX,2006,VILQ,11
00205COMX,2002,VILQ,42
00205COMX,2011,VILQ,36
00205COMX,2017,VILQ,143
00205COMX,2022,VILQ,41
00205COMX,1989,VILQ,25
00205COMX,1992,VILQ,0
00201COMX,1989,VILQ,0
00201COMX,2002,VILQ,42
00201COMX,2017,VILQ,0
00201COMX,2022,VILQ,0
00201COMX,1986,VILQ,0
00201COMX,2006,VILQ,11
00201COMX,2011,VILQ,0
00201COMX,1992,VILQ,0
00195COMX,2022,VILQ,0
00195COMX,2017,VILQ,0
00195COMX,2011,VILQ,0
00163COMX,2017,VILQ,0
00163COMX,2002,VILQ,0
00163COMX,1989,VILQ,69
00163COMX,2022,VILQ,0
00163COMX,1992,VILQ,38
